playlist_idx,track_idx,score,new_rank,popularity_tier
290232,1678503,0.3568274974822998,5,High
290232,282852,0.3520238399505615,6,High
290232,452019,0.35132479667663574,7,High
291447,718862,1.2105052471160889,1,High
291447,551211,1.2031939029693604,2,High
291447,1780301,1.189608097076416,3,High
291447,855670,1.184117078781128,4,High
291447,1814255,1.1727910041809082,5,High
291447,1913845,1.1717901229858398,6,High
291447,993974,1.1607744693756104,7,High
291668,517817,1.1848249435424805,1,High
291668,2051449,1.163537621498108,2,High
291668,1646275,1.1421496868133545,3,High
291668,451310,1.12228524684906,4,High
291668,383568,1.0795040130615234,5,High
291668,1404283,1.0755536556243896,6,High
291668,1064070,1.0702967643737793,7,High
292622,751192,1.2331557273864746,1,High
292622,819396,1.2307289838790894,2,High
292622,1576171,1.1995666027069092,3,High
292622,348617,1.1958047151565552,4,High
292622,72151,1.1911625862121582,5,High
292622,889132,1.1771520376205444,6,High
292622,888008,1.172059416770935,7,High
294141,417578,0.9780330657958984,1,High
294141,417577,0.9759605526924133,2,High
294141,1983598,0.9707924723625183,3,High
294141,1981601,0.9666313529014587,4,High
294141,888454,0.9666134119033813,5,High
294141,247689,0.9641453623771667,6,High
294141,2182849,0.9629833102226257,7,High
294379,1646275,1.1384212970733643,1,High
294379,1405719,1.09331476688385,2,High
294379,1304067,1.0465774536132812,3,High
294379,35736,1.0413038730621338,4,High
294379,1202935,1.0409529209136963,5,High
294379,1609417,1.0358389616012573,6,High
294379,1846454,1.0331642627716064,7,High
294666,1506507,1.075774073600769,1,High
294666,247995,1.0625405311584473,2,High
294666,787553,0.9996546506881714,3,High
294666,246605,0.9701839685440063,4,High
294666,1062690,0.9688707590103149,5,High
294666,787972,0.9630088210105896,6,High
294666,957537,0.9570246338844299,7,High
295524,2083424,1.1655266284942627,1,High
295524,1616,1.1318315267562866,2,High
295524,1791,1.1269879341125488,3,High
295524,730,1.1221494674682617,4,High
295524,2017288,1.101353645324707,5,High
295524,1880482,1.0971581935882568,6,High
295524,2116858,1.0953516960144043,7,High
296686,1610269,1.3010179996490479,1,High
296686,213191,1.2999130487442017,2,High
296686,177456,1.295211672782898,3,High
296686,1473702,1.2888816595077515,4,High
296686,417426,1.2761363983154297,5,High
296686,1169900,1.2759827375411987,6,High
296686,787972,1.265908122062683,7,High
298166,2118028,1.2908591032028198,1,High
298166,584242,1.2566066980361938,2,High
298166,1782029,1.2116162776947021,3,High
298166,1441114,1.2067145109176636,4,High
298166,1542270,1.2045238018035889,5,High
298166,246998,1.1959794759750366,6,High
298166,1947500,1.1906867027282715,7,High
300277,787528,1.1362740993499756,1,High
300277,1302894,1.094866156578064,2,High
300277,282239,1.087755560874939,3,High
300277,1099915,1.074521780014038,4,High
300277,517441,1.0667657852172852,5,High
300277,1914264,1.0637106895446777,6,High
300277,517465,1.0528875589370728,7,High
301011,1405171,1.1131659746170044,1,High
301011,1576320,1.105985164642334,2,High
301011,1029199,1.1015478372573853,3,High
301011,923080,1.0949602127075195,4,High
301011,1506102,1.0935180187225342,5,High
301011,1270572,1.0933053493499756,6,High
301011,2017432,1.0899128913879395,7,High
303493,1715019,1.2879645824432373,1,High
303493,1714296,1.23271906375885,2,High
303493,992899,1.2234379053115845,3,High
303493,717978,1.206576943397522,4,High
303493,384397,1.2050409317016602,5,High
303493,2184141,1.2012178897857666,6,High
303493,283825,1.1945775747299194,7,High
305288,1679795,1.0727782249450684,1,High
305288,616538,1.047086238861084,2,High
305288,992887,1.0441428422927856,3,High
305288,1678879,1.0436816215515137,4,High
305288,71757,1.0323890447616577,5,High
305288,889659,1.0197051763534546,6,High
305288,957258,1.01826810836792,7,High
308273,549889,1.0592706203460693,1,High
308273,819925,1.0559298992156982,2,High
308273,2117721,1.0524940490722656,3,High
308273,247721,1.0238926410675049,4,High
308273,1714185,1.0222524404525757,5,High
308273,752908,1.0214934349060059,6,High
308273,248562,1.0195858478546143,7,High
310101,786699,1.3511645793914795,1,High
310101,1440698,1.2595857381820679,2,High
310101,584108,1.2439320087432861,3,High
310101,1441528,1.2407681941986084,4,High
310101,384954,1.2214528322219849,5,High
310101,1029226,1.2071542739868164,6,High
310101,1880883,1.2010607719421387,7,High
310380,1336511,1.04314124584198,1,High
310380,1405171,1.0275137424468994,2,High
310380,1270141,1.0254606008529663,3,High
310380,417569,1.0225974321365356,4,High
310380,1541977,1.022478461265564,5,High
310380,820939,1.0220986604690552,6,High
310380,2050052,1.0211235284805298,7,High
311149,1847947,1.2764077186584473,1,High
311149,71876,1.2331560850143433,2,High
311149,856470,1.2251217365264893,3,High
311149,1440698,1.2171939611434937,4,High
311149,686188,1.1723332405090332,5,High
311149,72668,1.1124855279922485,6,High
311149,549891,1.1032071113586426,7,High
311912,213191,1.1393779516220093,1,High
311912,819400,1.134398341178894,2,High
311912,717830,1.126410961151123,3,High
311912,1881179,1.1120365858078003,4,High
311912,483732,1.1065412759780884,5,High
311912,246719,1.1033663749694824,6,High
311912,2184527,1.1009488105773926,7,High
312793,685656,0.7644553184509277,1,High
312793,1238522,0.7225473523139954,2,High
312793,1271304,0.7173675298690796,3,High
312793,1747517,0.7083286643028259,4,High
312793,887890,0.6903093457221985,5,High
312793,889195,0.6842668652534485,6,High
312793,1646639,0.6596591472625732,7,High
313861,350099,1.3499436378479004,1,High
313861,1337717,1.3265464305877686,2,High
313861,1542690,1.3185787200927734,3,High
313861,550458,1.3165467977523804,4,High
313861,1474377,1.2964675426483154,5,High
313861,1714003,1.2907657623291016,6,High
313861,2151056,1.2768093347549438,7,High
314568,2084819,1.0745189189910889,1,High
314568,1575486,1.0714023113250732,2,High
314568,451596,1.0705264806747437,3,High
314568,176438,1.0696282386779785,4,High
314568,124,1.069597601890564,5,High
314568,1370030,1.0691055059432983,6,High
314568,1646411,1.0678585767745972,7,High
315128,1646275,0.8977708220481873,1,High
315128,1405719,0.8821382522583008,2,High
315128,35736,0.8585292100906372,3,High
315128,1202935,0.8546679019927979,4,High
315128,1846454,0.8491186499595642,5,High
315128,1609417,0.8479180335998535,6,High
315128,176151,0.846355676651001,7,High
318458,1713480,1.3704581260681152,1,High
318458,1027586,1.2272040843963623,2,High
318458,1848395,1.2043818235397339,3,High
318458,1237244,1.1979050636291504,4,High
318458,2118147,1.1946455240249634,5,High
318458,1238071,1.1914938688278198,6,High
318458,651029,1.18771493434906,7,High
320209,616998,1.1211061477661133,1,High
320209,2183465,1.0769950151443481,2,High
320209,956878,1.0580384731292725,3,High
320209,516625,1.044821858406067,4,High
320209,483999,1.0330548286437988,5,High
320209,718565,1.0075105428695679,6,High
320209,1027602,1.003767490386963,7,High
320450,2117147,1.0801830291748047,1,High
320450,1203322,1.0749967098236084,2,High
320450,1781226,1.073550820350647,3,High
320450,1134291,1.064283013343811,4,High
320450,1405444,1.0611763000488281,5,High
320450,72294,1.0597845315933228,6,High
320450,450464,1.0596046447753906,7,High
320773,684480,1.0305298566818237,1,High
320773,315972,1.013525128364563,2,High
320773,1713620,1.0031715631484985,3,High
320773,316520,0.9995214343070984,4,High
320773,141258,0.981124997138977,5,High
320773,1063112,0.9765704274177551,6,High
320773,650883,0.9497956037521362,7,High
321027,176835,1.3078492879867554,1,High
321027,384389,1.2736567258834839,2,High
321027,1135130,1.2394417524337769,3,High
321027,1474383,1.235313892364502,4,High
321027,1781774,1.232908010482788,5,High
321027,855553,1.2224797010421753,6,High
321027,1133479,1.1975700855255127,7,High
321033,1609,1.3057000637054443,1,High
321033,1574712,1.2956815958023071,2,High
321033,417569,1.2885241508483887,3,High
321033,1506102,1.2881509065628052,4,High
321033,451725,1.2865427732467651,5,High
321033,583575,1.284633994102478,6,High
321033,1336511,1.2793852090835571,7,High
321969,993980,1.500736951828003,1,High
321969,1169099,1.4328376054763794,2,High
321969,686067,1.3483750820159912,3,High
321969,1646438,1.34581458568573,4,High
321969,1303640,1.3299137353897095,5,High
321969,1781234,1.3268424272537231,6,High
321969,1914801,1.3199745416641235,7,High
322144,1271304,1.1737538576126099,1,High
322144,685656,1.135873794555664,2,High
322144,1304529,1.1246490478515625,3,High
322144,1098068,1.1024481058120728,4,High
322144,174,1.0986076593399048,5,High
322144,2150043,1.093848466873169,6,High
322144,2216366,1.091505527496338,7,High
324465,583838,0.7590475082397461,1,High
324465,1271583,0.7286087870597839,2,High
324465,616264,0.7266073226928711,3,High
324465,1440540,0.7135663032531738,4,High
324465,1271869,0.7066708207130432,5,High
324465,178023,0.6992879509925842,6,High
324465,517601,0.6843803524971008,7,High
324998,819162,1.1036419868469238,1,High
324998,1748473,1.087292194366455,2,High
324998,1336672,1.07071053981781,3,High
324998,1782030,1.069688081741333,4,High
324998,142748,1.0684385299682617,5,High
324998,2184284,1.0679662227630615,6,High
324998,1473458,1.0678256750106812,7,High
326139,1405188,1.0969367027282715,1,High
326139,2016879,1.090970516204834,2,High
326139,212367,1.0823894739151,3,High
326139,958201,1.0822207927703857,4,High
326139,1304803,1.0812512636184692,5,High
326139,1271841,1.081114649772644,6,High
326139,2018555,1.071384072303772,7,High
326500,1237813,1.2331141233444214,1,High
326500,1506102,1.2093286514282227,2,High
326500,384948,1.203269600868225,3,High
326500,923080,1.1749892234802246,4,High
326500,1982865,1.1690205335617065,5,High
326500,1099897,1.1660665273666382,6,High
326500,1575477,1.1560996770858765,7,High
326627,2084560,0.7395146489143372,1,High
326627,316797,0.7164401412010193,2,High
326627,1237558,0.7082244753837585,3,High
326627,1506507,0.707562267780304,4,High
326627,452019,0.703533411026001,5,High
326627,36013,0.6995199918746948,6,High
326627,1062690,0.6960930824279785,7,High
327691,751869,1.0610805749893188,1,High
327691,2050744,1.0584237575531006,2,High
327691,617293,1.0425662994384766,3,High
327691,37358,1.0415834188461304,4,High
327691,451455,1.0406147241592407,5,High
327691,1881427,1.035733938217163,6,High
327691,2118145,1.0337963104248047,7,High
329740,718231,0.09549271315336227,1,High
329740,1202923,0.0948343425989151,2,High
329740,451468,0.09453309327363968,3,High
329740,1879443,0.09448257088661194,4,High
329740,1981609,0.09421657025814056,5,High
329740,1370260,0.09403359144926071,6,High
329740,384283,0.09384326636791229,7,High
331524,1270139,1.0485475063323975,1,High
331524,1405735,1.0460009574890137,2,High
331524,1780831,1.0084624290466309,3,High
331524,1713633,1.006481647491455,4,High
331524,1202477,1.0046112537384033,5,High
331524,1028275,1.0032373666763306,6,High
331524,71756,1.000281572341919,7,High
332639,1099125,1.2502919435501099,1,High
332639,1782029,1.234066367149353,2,High
332639,1749010,1.230514407157898,3,High
332639,584520,1.2300779819488525,4,High
332639,1271455,1.2199485301971436,5,High
332639,1542270,1.2029430866241455,6,High
332639,819424,1.1933094263076782,7,High
332907,956615,1.3721294403076172,1,High
332907,2050051,1.3292938470840454,2,High
332907,1441372,1.3251084089279175,3,High
332907,821179,1.279374599456787,4,High
332907,1507671,1.2583359479904175,5,High
332907,316796,1.25533926486969,6,High
332907,2151160,1.2501204013824463,7,High
334395,718231,1.0111037492752075,1,High
334395,958087,1.0078545808792114,2,High
334395,451468,1.0062795877456665,3,High
334395,1202923,1.00299870967865,4,High
334395,1370260,1.0005131959915161,5,High
334395,1981609,0.9980640411376953,6,High
334395,384283,0.9976183772087097,7,High
336098,1780301,1.1424113512039185,1,High
336098,1814255,1.0986549854278564,2,High
336098,1337515,1.091024398803711,3,High
336098,889122,1.083009123802185,4,High
336098,1914110,1.081309199333191,5,High
336098,246583,1.0810725688934326,6,High
336098,1507677,1.0789105892181396,7,High
336838,106690,1.1381269693374634,1,High
336838,1099903,1.1367518901824951,2,High
336838,141808,1.1364210844039917,3,High
336838,484442,1.1341257095336914,4,High
336838,1336252,1.1336592435836792,5,High
336838,854446,1.1292200088500977,6,High
336838,821057,1.128617763519287,7,High
337363,1336519,1.1919914484024048,1,High
337363,176848,1.1282920837402344,2,High
337363,1370813,1.09893000125885,3,High
337363,384039,1.0724616050720215,4,High
337363,516880,1.0696297883987427,5,High
337363,177891,1.0543047189712524,6,High
337363,176703,1.0497599840164185,7,High
337836,584650,1.1877259016036987,1,High
337836,1027257,1.1849316358566284,2,High
337836,1238063,1.1847704648971558,3,High
337836,143035,1.172305703163147,4,High
337836,2051021,1.1721546649932861,5,High
337836,1814998,1.1712276935577393,6,High
337836,107270,1.1669529676437378,7,High
339310,1369591,1.1765745878219604,1,High
339310,1133607,1.1228476762771606,2,High
339310,282987,1.11293363571167,3,High
339310,1541403,1.1082744598388672,4,High
339310,855794,1.1046335697174072,5,High
339310,2050611,1.102717638015747,6,High
339310,451718,1.0950511693954468,7,High
340098,685656,1.0272265672683716,1,High
340098,1271304,1.010704517364502,2,High
340098,1238522,0.9708666205406189,3,High
340098,887890,0.9635961651802063,4,High
340098,1747517,0.9455921649932861,5,High
340098,889195,0.9154899716377258,6,High
340098,1646639,0.9029686450958252,7,High
340188,1714442,1.1014821529388428,1,High
340188,418014,1.099712610244751,2,High
340188,1237249,1.0917084217071533,3,High
340188,1610304,1.0851269960403442,4,High
340188,1404932,1.0839078426361084,5,High
340188,518242,1.081295371055603,6,High
340188,316384,1.0806894302368164,7,High
341347,1203325,1.2821012735366821,1,High
341347,1881291,1.182910442352295,2,High
341347,36289,1.1735748052597046,3,High
341347,1815104,1.1633672714233398,4,High
341347,0,1.1617114543914795,5,High
341347,855547,1.1494115591049194,6,High
341347,283132,1.1472578048706055,7,High
341742,177999,1.3291538953781128,1,High
341742,1610981,1.3166329860687256,2,High
341742,820939,1.3136974573135376,3,High
341742,1169368,1.3095221519470215,4,High
341742,923080,1.2967678308486938,5,High
341742,1609,1.2939778566360474,6,High
341742,452019,1.2833890914916992,7,High
341858,1611534,1.1409945487976074,1,High
341858,1099902,1.1139708757400513,2,High
341858,1946791,1.1091104745864868,3,High
341858,582877,1.104953646659851,4,High
341858,483992,1.0950567722320557,5,High
341858,418794,1.0942058563232422,6,High
341858,888976,1.0928703546524048,7,High
343561,616270,1.1403074264526367,1,High
343561,37530,1.1293569803237915,2,High
343561,106291,1.1105189323425293,3,High
343561,992373,1.1007097959518433,4,High
343561,1404956,1.0926668643951416,5,High
343561,2184557,1.0776032209396362,6,High
343561,786437,1.0775296688079834,7,High
345183,106559,1.3221055269241333,1,High
345183,316118,1.2382551431655884,2,High
345183,1271982,1.2306851148605347,3,High
345183,752393,1.2176482677459717,4,High
345183,141258,1.2095521688461304,5,High
345183,1405088,1.205251932144165,6,High
345183,1780831,1.1997548341751099,7,High
345515,1064070,1.2123470306396484,1,High
345515,1099021,1.208606243133545,2,High
345515,246869,1.2031644582748413,3,High
345515,1679918,1.2022854089736938,4,High
345515,106999,1.2000223398208618,5,High
345515,719285,1.199841856956482,6,High
345515,1575487,1.199560284614563,7,High
346480,718231,0.9368146061897278,1,High
346480,958087,0.9287605285644531,2,High
346480,1370260,0.9280033707618713,3,High
346480,1981609,0.9208930730819702,4,High
346480,451468,0.9203452467918396,5,High
346480,958321,0.9138791561126709,6,High
346480,1202923,0.9011212587356567,7,High
349248,1064070,1.001619577407837,1,High
349248,1609417,0.9945124983787537,2,High
349248,1747527,0.9873917102813721,3,High
349248,246869,0.9867982268333435,4,High
349248,719285,0.9853479266166687,5,High
349248,1202935,0.9849590063095093,6,High
349248,1846454,0.9799412488937378,7,High
350870,1780420,1.0621460676193237,1,High
350870,1880728,1.0572690963745117,2,High
350870,1506615,1.0522912740707397,3,High
350870,247850,1.0506681203842163,4,High
350870,1814985,1.0503448247909546,5,High
350870,958207,1.0487350225448608,6,High
350870,820939,1.0481044054031372,7,High
351178,2051587,0.9713066220283508,1,High
351178,1473146,0.9670472741127014,2,High
351178,350386,0.933978259563446,3,High
351178,684915,0.920054018497467,4,High
351178,211536,0.9119788408279419,5,High
351178,786706,0.9049414992332458,6,High
351178,1946519,0.9012559056282043,7,High
351179,718231,1.073547601699829,1,High
351179,1981609,1.0617892742156982,2,High
351179,1370260,1.0591524839401245,3,High
351179,958087,1.0588041543960571,4,High
351179,451468,1.057918667793274,5,High
351179,384283,1.0524845123291016,6,High
351179,958321,1.0520411729812622,7,High
351617,787975,1.1485660076141357,1,High
351617,888981,1.1364902257919312,2,High
351617,1474799,1.1343281269073486,3,High
351617,1336805,1.133570671081543,4,High
351617,1203325,1.1334096193313599,5,High
351617,1644988,1.129089593887329,6,High
351617,1914258,1.1213841438293457,7,High
352968,686337,0.9445513486862183,1,High
352968,1270008,0.9269294142723083,2,High
352968,718231,0.9267096519470215,3,High
352968,1440678,0.9242560267448425,4,High
352968,1981609,0.9188536405563354,5,High
352968,787825,0.9137982726097107,6,High
352968,1879443,0.9100790023803711,7,High
353423,349167,1.2529019117355347,1,High
353423,752255,1.1826483011245728,2,High
353423,1542110,1.1812940835952759,3,High
353423,1135105,1.1781108379364014,4,High
353423,2018129,1.1649577617645264,5,High
353423,1270165,1.1508630514144897,6,High
353423,922687,1.1501778364181519,7,High
355820,1304228,1.5074212551116943,1,High
355820,1749010,1.4894744157791138,2,High
355820,1337108,1.4381935596466064,3,High
355820,2017030,1.4052658081054688,4,High
355820,1715029,1.3880093097686768,5,High
355820,1337387,1.387840747833252,6,High
355820,2150584,1.3850306272506714,7,High
357906,718103,1.3006731271743774,1,High
357906,178003,1.2796844244003296,2,High
357906,1813418,1.249656081199646,3,High
357906,177990,1.2415298223495483,4,High
357906,702,1.2041019201278687,5,High
357906,246605,1.20047926902771,6,High
357906,616998,1.1756342649459839,7,High
359529,616547,0.8901160359382629,1,High
359529,993975,0.8858169913291931,2,High
359529,1813414,0.870868444442749,3,High
359529,719565,0.8707176446914673,4,High
359529,1680071,0.8656985759735107,5,High
359529,2182860,0.8576310873031616,6,High
359529,1335943,0.8483591079711914,7,High
359868,2050744,0.9616110920906067,1,High
359868,1610981,0.9613844156265259,2,High
359868,1948227,0.9572057723999023,3,High
359868,820939,0.9511781334877014,4,High
359868,1881427,0.951099693775177,5,High
359868,1646411,0.942635715007782,6,High
359868,1982865,0.9372658133506775,7,High
360723,787115,1.0136791467666626,1,High
360723,1542849,1.0053168535232544,2,High
360723,1748875,1.0004122257232666,3,High
360723,820932,1.000023365020752,4,High
360723,1880176,0.9999280571937561,5,High
360723,1405445,0.9986840486526489,6,High
360723,2149753,0.9968504309654236,7,High
361875,2117006,1.0898725986480713,1,High
361875,2084549,1.0825082063674927,2,High
361875,1913141,1.072366714477539,3,High
361875,650615,1.072106122970581,4,High
361875,1404790,1.0695762634277344,5,High
361875,1645582,1.0686423778533936,6,High
361875,751869,1.0635870695114136,7,High
362690,1611118,1.051680564880371,1,High
362690,1645582,1.0471934080123901,2,High
362690,1880172,1.0463755130767822,3,High
362690,518094,1.041649580001831,4,High
362690,316378,1.0392197370529175,5,High
362690,1982865,1.0375802516937256,6,High
362690,247136,1.0343290567398071,7,High
363315,247431,1.1413114070892334,1,High
363315,1506102,1.1148401498794556,2,High
363315,2050052,1.1130660772323608,3,High
363315,786696,1.078997254371643,4,High
363315,417569,1.0745201110839844,5,High
363315,384798,1.068387746810913,6,High
363315,583575,1.0637140274047852,7,High
363974,718231,0.8375650644302368,1,High
363974,1370260,0.8285572528839111,2,High
363974,958087,0.8258727192878723,3,High
363974,1981609,0.8226170539855957,4,High
363974,451468,0.8055804371833801,5,High
363974,958321,0.8054974675178528,6,High
363974,1646438,0.7976518869400024,7,High
367610,1473426,1.0636862516403198,1,High
367610,1506903,1.0610218048095703,2,High
367610,1237249,1.0555319786071777,3,High
367610,1846753,1.045437216758728,4,High
367610,36947,1.0443618297576904,5,High
367610,1272001,1.03944730758667,6,High
367610,72680,1.0382617712020874,7,High
367650,686188,0.9086760878562927,1,High
367650,247881,0.890487015247345,2,High
367650,1440698,0.8893467783927917,3,High
367650,1847947,0.8686509728431702,4,High
367650,71876,0.8532991409301758,5,High
367650,856470,0.8512425422668457,6,High
367650,177712,0.8501393795013428,7,High
369069,1646132,1.0656906366348267,1,High
369069,550839,1.060465693473816,2,High
369069,283696,1.0585039854049683,3,High
369069,1348,1.0584651231765747,4,High
369069,1337123,1.058415412902832,5,High
369069,417283,1.056294322013855,6,High
369069,1406000,1.056227445602417,7,High
370353,246605,1.1250369548797607,1,High
370353,315405,1.0882186889648438,2,High
370353,1473948,1.0816370248794556,3,High
370353,819396,1.0722922086715698,4,High
370353,992373,1.070862054824829,5,High
370353,1168306,1.0673249959945679,6,High
370353,1879594,1.0571441650390625,7,High
371060,283281,0.07710898667573929,1,High
371060,889195,0.07341041415929794,2,High
371060,1098321,0.07301299273967743,3,High
371060,348458,0.0721801221370697,4,High
371060,685492,0.07210896909236908,5,High
371060,141257,0.07186169177293777,6,High
371060,718977,0.07168418914079666,7,High
371406,316123,1.1050851345062256,1,High
371406,1543248,1.089617133140564,2,High
371406,650626,1.0793105363845825,3,High
371406,752277,1.0734902620315552,4,High
371406,1270157,1.0732871294021606,5,High
371406,1881434,1.0709868669509888,6,High
371406,1169640,1.0690538883209229,7,High
371537,1440954,1.034274935722351,1,High
371537,1905,1.0024020671844482,2,High
371537,1098070,1.001114845275879,3,High
371537,1169070,0.9900389909744263,4,High
371537,1575663,0.9766479730606079,5,High
371537,1748882,0.9695418477058411,6,High
371537,1099125,0.9527344107627869,7,High
373300,518145,1.1392923593521118,1,High
373300,752781,1.1206865310668945,2,High
373300,787549,1.1160521507263184,3,High
373300,517047,1.1136057376861572,4,High
373300,888454,1.1135737895965576,5,High
373300,248082,1.1105769872665405,6,High
373300,584279,1.1069287061691284,7,High
373429,2150583,1.2059687376022339,1,High
373429,484145,1.1962827444076538,2,High
373429,2151578,1.194449543952942,3,High
373429,248660,1.191339373588562,4,High
373429,1679807,1.1912524700164795,5,High
373429,1714301,1.182731032371521,6,High
373429,36146,1.1784886121749878,7,High
376215,348895,1.5289555788040161,1,High
376215,2018711,1.4639102220535278,2,High
376215,35860,1.4292335510253906,3,High
376215,450759,1.4135768413543701,4,High
376215,2018706,1.4100885391235352,5,High
376215,1474808,1.398888349533081,6,High
376215,283825,1.3922830820083618,7,High
377102,1133466,0.9674820899963379,1,High
377102,1947774,0.9243453741073608,2,High
377102,1748877,0.9144437909126282,3,High
377102,177999,0.9106240272521973,4,High
377102,855817,0.9069260358810425,5,High
377102,1848403,0.9055577516555786,6,High
377102,1028124,0.9042539596557617,7,High
377249,993280,1.1603505611419678,1,High
377249,1880191,1.1590156555175781,2,High
377249,106705,1.1494195461273193,3,High
377249,517186,1.1441659927368164,4,High
377249,2215670,1.1438642740249634,5,High
377249,1304357,1.1430007219314575,6,High
377249,1646279,1.136922836303711,7,High
377524,2184270,1.0666873455047607,1,High
377524,1749035,1.0660403966903687,2,High
377524,483882,1.0653024911880493,3,High
377524,1814679,1.0649670362472534,4,High
377524,1201918,1.0637987852096558,5,High
377524,1405064,1.0613378286361694,6,High
377524,1440531,1.0578590631484985,7,High
378033,1238522,0.6069039106369019,1,High
378033,685656,0.5969235301017761,2,High
378033,1271304,0.5896440148353577,3,High
378033,1747517,0.5876852869987488,4,High
378033,889195,0.568894624710083,5,High
378033,1506254,0.5581315755844116,6,High
378033,887890,0.5537579655647278,7,High
378088,820939,1.0392858982086182,1,High
378088,71347,1.0392589569091797,2,High
378088,211663,1.0363706350326538,3,High
378088,1336511,1.0285910367965698,4,High
378088,923079,1.027919054031372,5,High
378088,1270141,1.0243144035339355,6,High
378088,1575360,1.0236042737960815,7,High
380339,1440698,0.582648515701294,1,High
380339,686188,0.5539963841438293,2,High
380339,1847954,0.5224605202674866,3,High
380339,2083553,0.5072965621948242,4,High
380339,1062690,0.501290500164032,5,High
380339,1814096,0.5002676248550415,6,High
380339,1064639,0.500193178653717,7,High
381478,1237107,1.1061954498291016,1,High
381478,141808,1.1023242473602295,2,High
381478,2216095,1.1020848751068115,3,High
381478,1814108,1.091511845588684,4,High
381478,2215824,1.0888543128967285,5,High
381478,108255,1.0886971950531006,6,High
381478,1134293,1.0883067846298218,7,High
382482,820939,1.1465660333633423,1,High
382482,1063114,1.144722819328308,2,High
382482,177999,1.1382440328598022,3,High
382482,452019,1.1269629001617432,4,High
382482,1610981,1.1259980201721191,5,High
382482,417836,1.1187020540237427,6,High
382482,1133466,1.1051682233810425,7,High
383169,106999,1.0702569484710693,1,High
383169,1781949,1.0671061277389526,2,High
383169,2049920,1.0657026767730713,3,High
383169,1914285,1.065253734588623,4,High
383169,1913147,1.063354730606079,5,High
383169,247285,1.0625501871109009,6,High
383169,1748219,1.061624526977539,7,High
384947,651042,1.3260313272476196,1,High
384947,484581,1.2789504528045654,2,High
384947,2150317,1.2704662084579468,3,High
384947,1303510,1.267156720161438,4,High
384947,1679817,1.2624006271362305,5,High
384947,752531,1.2605761289596558,6,High
384947,141538,1.2561657428741455,7,High
386828,384547,1.034170150756836,1,High
386828,36426,0.9995096921920776,2,High
386828,1027602,0.9982296228408813,3,High
386828,1134310,0.9860443472862244,4,High
386828,2118028,0.985531210899353,5,High
386828,1679811,0.9730322957038879,6,High
386828,2018443,0.9717966318130493,7,High
391061,855015,1.208614706993103,1,High
391061,452149,1.2051160335540771,2,High
391061,855313,1.1564900875091553,3,High
391061,1370924,1.1539815664291382,4,High
391061,2117006,1.1531922817230225,5,High
391061,1645025,1.1343718767166138,6,High
391061,1609,1.133565902709961,7,High
392352,1271304,0.5574400424957275,1,High
392352,887890,0.5105249881744385,2,High
392352,1238522,0.49402669072151184,3,High
392352,685656,0.48955589532852173,4,High
392352,1781919,0.48793718218803406,5,High
392352,1645666,0.4814739227294922,6,High
392352,1747517,0.4746192395687103,7,High
392843,1507675,1.2223957777023315,1,High
392843,855960,1.2061676979064941,2,High
392843,1781234,1.2031757831573486,3,High
392843,788247,1.190250039100647,4,High
392843,1238226,1.1874552965164185,5,High
392843,1088,1.1859670877456665,6,High
392843,451299,1.1843785047531128,7,High
394355,2083553,0.9618698954582214,1,High
394355,2150040,0.9610559344291687,2,High
394355,1371054,0.9604781866073608,3,High
394355,1781914,0.9532445669174194,4,High
394355,1270738,0.9526528120040894,5,High
394355,450644,0.9519346952438354,6,High
394355,2151442,0.9449447989463806,7,High
394506,247284,1.2117290496826172,1,High
394506,993144,1.1974743604660034,2,High
394506,2017563,1.1973707675933838,3,High
394506,348617,1.1973137855529785,4,High
394506,1847808,1.1937549114227295,5,High
394506,1575764,1.1928200721740723,6,High
394506,889266,1.189861536026001,7,High
394687,1440698,0.7069814801216125,1,High
394687,686188,0.6932194828987122,2,High
394687,1371054,0.6893846988677979,3,High
394687,1609545,0.6845813393592834,4,High
394687,1099350,0.6844320297241211,5,High
394687,650612,0.6794610023498535,6,High
394687,1847954,0.6772089600563049,7,High
395109,1646275,0.84161376953125,1,High
395109,1405719,0.8262439370155334,2,High
395109,35736,0.802413284778595,3,High
395109,1202935,0.797075629234314,4,High
395109,1846454,0.7896217703819275,5,High
395109,176151,0.7884626388549805,6,High
395109,1609417,0.7873510122299194,7,High
395851,551490,0.4979318380355835,1,High
395851,718977,0.4894792139530182,2,High
395851,349828,0.48138725757598877,3,High
395851,1404516,0.4550812244415283,4,High
395851,752801,0.4448883533477783,5,High
395851,1679520,0.4408525228500366,6,High
395851,1099774,0.4401896893978119,7,High
398604,1646275,1.126274824142456,1,High
398604,517817,1.1148678064346313,2,High
398604,211228,1.0758172273635864,3,High
398604,2051449,1.07259202003479,4,High
398604,1064070,1.0721471309661865,5,High
398604,1880905,1.0601059198379517,6,High
398604,1610018,1.047367811203003,7,High
398808,1616,1.2039210796356201,1,High
398808,1946664,1.2005608081817627,2,High
398808,212636,1.172998070716858,3,High
398808,248272,1.167686104774475,4,High
398808,517580,1.1588822603225708,5,High
398808,2083424,1.1512707471847534,6,High
398808,1507543,1.1502153873443604,7,High
400872,283182,0.8825802803039551,1,High
400872,2151442,0.8799609541893005,2,High
400872,451155,0.8730666041374207,3,High
400872,1371054,0.8634111881256104,4,High
400872,316385,0.8632902503013611,5,High
